,index,Unnamed: 0,tweet
7672,8296,8296,Give me head an kiss yah nigga u a ill bitch
7673,8297,8297,Give me head and kiss to nigga you a eww bitch
7674,8298,8298,Give that hoe an Oscar she stay acting crazyy!!
7675,8299,8299,"Give these hoes 20,000 followers you got a whole new bitch"
7676,8302,8302,Glad I bossed up on my old hoes 
7677,8303,8303,"Go UTES! You got Playboy bitches, disrespectful players, and a bunch of spoiled hipsters at your school, so I'm cheering for you. #not"
7678,8304,8304,"Go cry about it joey.
Just like the little bitch you are"
7679,8305,8305,The nicks are playing ?
7680,8306,8306,God I would sell both my nuts to watch LeBron tear his ACL right now and watch all those pussies kill themselves
7681,8307,8307,God bless the dumb and retarded
7682,8308,8308,God bless the dumb niggas who trust these hoes
7683,8309,8309,God dam man that freestyle is so retarded that its fumny af omg
7684,8310,8310,God damn birds
7685,8311,8311,God damn flappy birds weak ass
7686,8312,8312,God damn zebras every Virginia possession the whistle blows geeze.
7687,8313,8313,God my tweets are so ghetto
7688,8314,8314,God people can be so mean. This Asian guy held the door for these girls and they said they were surprised he could see it with his slant eye
7689,8315,8315,God you're a faggot if you dont think superman is the best superhero
7690,8316,8316,Goes ape shit on my ass like nigggga tf you doin i hust saved yo life so i pushed her ass into the the wall then she calmed down again
7691,8317,8317,"Going comfortable then a hoe today, gotta be relaxed for prom "
7692,8318,8318,Going for a bitch nigga neck cause nigga am Rollin
7693,8319,8319,Going hard bitch swear I'm on my job throw a quake in the air call that shit a lob
7694,8320,8320,"Going out with bad intension... Keep yo girlfriends inside, and I'm not just saying it ask my nigs I mean it"
7695,8321,8321,Going to get my ID today fucking finally I'll see you retards soon
7696,8322,8322,Going to the creek with my bitches tomorrow
7697,8324,8324,Gold diggin ass bitch lol
7698,8325,8325,"Goldiggers wanna marry me, somebody tell them hoes to see therapy."
7699,8326,8326,Goligoski must bleed. He should also leave via ambulance. I guess Sill is the closest thing they have at a McGrath. Hit that bitch.
7700,8327,8327,Gone bust it open for a real nicca 
7701,8328,8328,Gonna drink and talk about bitches that I've almost had.
7702,8329,8329,"Gonna make a chicken sandwich, put half a bottle of tapatio on that bitch, and figure some shit out"
7703,8330,8330,"Gonna straight hip check the next hillbilly who tries to apply the term ""derecho"" to a run-of-the-mill thunderstorm. #WVWX"
7704,8331,8331,Gonna surprise earl with a tranny. Best 450 ever fucking spent? Yes
7705,8333,8333,Good Morning to lightskin dyke bitches with Steven Segal ponytails.
7706,8334,8334,Good Morning to you hoes and pimps.
7707,8335,8335,Good day spent with my faggot
7708,8336,8336,"Good day, honkies."
7709,8337,8337,"Good day, honkies. ...I said GOOD DAY! ...honkies."
7710,8338,8338,"Good even-ink, honkies!"
7711,8339,8339,"Good lord, I never met a bitch like this before"
7712,8340,8340,Good luck coming to see us in Vegas. That's where all the bitches are at 
7713,8341,8341,Good morning Monday I have my truck money full tank and I didn't do any homework. Your my bitch Monday
7714,8342,8342,Good morning coons.
7715,8344,8344,"Good morning, you hoe ass niggas. *Pimp C voice*"
7716,8346,8346,Good pussy change ya life! 
7717,8347,8347,Niggas ate most of my chips ahoy cookies and the cookies havent been in the house 20 hours yet
7718,8348,8348,"Good thing about you hoes, u aint hoes forever. ur expiration date will come to"
7719,8349,8349,Good thing my brother loves me more than all you bitches thoo. He woke his ass up after working all night to drive me to school. Thats love.
7720,8350,8350,"Good weed, bad bitch. Got these hoes on my dick like Brad Pitt."
7721,8352,8352,Goodmorning uu bitch ass niggas !!!
7722,8353,8353,Goodnight bitches (with a lisp)
7723,8355,8355,Goodnight pretty bitches n real niggas fuck da rest
7724,8356,8356,Goofy ass. lmfaoo make a niggah laugh
7725,8357,8357,Got 1 baby mama no bitch no wife ....
7726,8358,8358,"Got 2 bad bitches with me, Molly and aquafina"
7727,8359,8359,Got a badass bitch just bouncin on my dick Vincent 
7728,8360,8360,Got a bitch so bad you can't afford to fuck.
7729,8361,8361,Got a couple thou den I get a couple shooters Fa dat couple thou mane my niccas will shoot ya 
7730,8362,8362,Got a iPhone for business but the sidekick is for the bitches 
7731,8363,8363,Got a lil bitch from the 916
7732,8364,8364,"Got a new bitch and she got ass, lookin at my ex like yeah i know you mad"
7733,8365,8365,Got a red ass bitch wid a red ass pussayyy
7734,8366,8366,Got all the black bitches mad cuz my main bitch vanilla
7735,8367,8367,Got another nigga's bitch in my bed right now
7736,8368,8368,Got damn man hung tf over like a bitch
7737,8369,8369,Got damn the Lakers trash....
7738,8370,8370,Got good pussy. But ion eat her tho.
7739,8371,8371,"Got hit on by a 70 yr old cripple... thinking, even if I were to accept your sexual advances there wouldn't be much you could do about it."
7740,8372,8372,Got ketchup on my swim trunks... Sum bitch
7741,8373,8373,Got my mind made nicca ... Fuk u pay me!
7742,8374,8374,"Got my own place , pay my own bills  rent  2 jobs. Tf am I worried about a next bitch for?"
7743,8375,8375,"Got my shit changed doe , find the PW now bitches ! Haha"
7744,8376,8376,Got myself a new job bitches! 
7745,8377,8377,Got one bitch in economy and one bitch back in coach.
7746,8378,8378,"Got the Vector Job, bitch."
7747,8379,8379,Got these hoes lurkin got these niggahs talkin
7748,8380,8380,Got this bad Spanish bitch  .
7749,8381,8381,Got uh bitch dat set it off like Jada Pickett 
7750,8382,8382,"Got up to get food, dropped a fruitsnack and my dog went ape shit and woke the whole house up."
7751,8383,8383,"Got ya crackas, spics, chinks, and carpet riders but no niggas MLK ain't fight for nothing #GimmeABlackEmoji"
7752,8384,8384,Got you're bitch panties niagra falling
7753,8386,8386,Got your bitch with me right now.
7754,8387,8387,Gotchya bitch
7755,8388,8388,Gotta bitch with some church's chicken thighs
7756,8389,8389,Gotta go get a haircut ASAP tomorrow ain't no bitches looking at me right now. And today they all was out. The frustration.
7757,8390,8390,"Gotta love rednecks. Loud, stupid, stubborn, and full o schitt."
7758,8391,8391,Gotta missed call from yoooo bitch
7759,8392,8392,"William ain't heard u say...""you lil stupid ass bitch"" in a minute fam u slackin lol"
7760,8393,8393,Gotta question the nicca standing next to you cut em off
7761,8394,8394,Gotta smile dat drive bad bitches crazy
7762,8395,8395,Gotta watch these hoes 
7763,8398,8398,Grant bitches more than a 14 year old white bitch
7764,8399,8399,"Grats to Haye, still a bitch though"
7765,8400,8400,Greinke you sneaky son of a bitch you
7766,8403,8403,Grow up bitch
7767,8404,8404,"Grr... Woke up ickblah. Congestion ew chunky bloaty gross. Missed the gym. 1 1/2hr wait for the Dr. 
 Boo Friday. 
#whineytweet"
7768,8405,8405,Grusty hoe
7769,8406,8406,Gtta fly bitch and she stand out!
7770,8407,8407,Gucci cut throat use to stay next door his kenfolk limousine bitch pouring up ya rent money
7771,8408,8408,Gucci feel like jeezy pussy outchea you tried to kill me and wasn't successful. Nigga lucky Gucci ain't tried to down him
7772,8409,8409,Gucci fucked a lot more famous bitches but he the type to not have to speak on it.Wonder who opened their mouth?
7773,8410,8410,Gucci mane on a bitch
7774,8411,8411,Gudnight keep that pussy tight
7775,8412,8412,"Guess who just got an apartment in downtown Columbus? That's right bitch you guessed it, this guy."
7776,8414,8414,Gum drop looking bitch commenting on peoples looks
7777,8415,8415,"hoe!!!

NOT FAIR"
7778,8416,8416,Guys now and days act like they don't care because pussy is easy but that's not the only thing that matters 
7779,8417,8417,Guys say bros before hoes. I say food before dudes.
7780,8418,8418,Guys so quick to talk shit to a bitch they would kiss ass to .
7781,8419,8419,Guys that struggle to get pussy are the main niggas that bad talk women. He could get more pussy if he can learn how to stfu and chill
7782,8420,8420,H8 fake bitches
7783,8422,8422,HAHAHAHA I'm so happy that bitch just spilt all her coffee everywhere
7784,8423,8423,"1st i stop swimmin den i fuq ur bitch"""
7785,8424,8424,HBA trash
7786,8426,8426,"HYSTERICAL!! Calling BHO a monkey! #NorthKorea  may be a bunch of assholes, but that comment made me belly laugh!!!"
7787,8427,8427,Ha bill bellicheck wouldnt give an interview what a pussy!!!! Hey bill karmas a bitch!!!!!!!!
7788,8428,8428,Ha bitch
7789,8429,8429,Ha dat bitch in jail
7790,8430,8430,Ha.. Who can get the pussy quicker these days
7791,8431,8431,Ha.. yous a lonely hoe
7792,8432,8432,Had to block that bitch. Soooo annoying
7793,8433,8433,Had to change my shit up on u hoes
7794,8434,8434,Had to do another phone sweep! aka delete these hoes from my contacts
7795,8435,8435,Had to get that hoe shit off my TL
7796,8436,8436,Had to touch a yung nicca up real quicc last nite 
7797,8437,8437,Had yo main bitch gettin high..
7798,8438,8438,Hah a big LOL to all the tacky faggots
7799,8439,8439,Haha I'll shoot you and that bitch I guess my gun is bi
7800,8440,8440,Haha Tanaka went Yankee. So sorry Bums!
7801,8441,8441,Haha a private industry birthday is needed to all who have celebrated our bday the past month I can't wait for ours! I see you nig**s lol 
7802,8442,8442,Haha bitch ass gucci
7803,8443,8443,"Haha i call my girl a bitch, only cuz she calls me one "
7804,8444,8444,Haha macklemoore was just on my ferry boat bitches. That black caddy !
7805,8445,8445,"Haha niggah Martin gave up , can't keep up with me  loser !"
7806,8446,8446,Hahah its funny how all the little dumb hoes want to follow you nigga just to be all up in your ass like bitch the fuck you kreepen fo?
7807,8447,8447,Hahaha I see you niggah 
7808,8448,8448,He used to abuse this pussy ...... Lmfao
7809,8449,8449,Hahaha high school what a joke more like fake bitches an dumb niggas gather here
7810,8451,8451,"Hahahaaha my teacher just realed these thots. She said ""You need to stop acting ghetto cause its not cute"""
7811,8452,8452,Hahahaha fucking pussies Michael Michael Michael 
7812,8453,8453,Hahahaha manziel is a faggot and the browns will ruin him. Win win for me
7813,8454,8454,Hahahahaa fuckin crow looking bitch
7814,8455,8455,"Your boyfriend trash ma, stop tryna convince yourself otherwise in these tweets"
7815,8456,8456,Hair pulling during sex is just a way of letting her know that her pussy is good
7816,8457,8457,Haley was called a raghead  accused of adultery and she skyrocketed in the polls. yall think Sheheen didnt notice that?
7817,8458,8458,Half of yall hoes anyways. So the ones with thigh gaps get a friend without em. Have a nigga fuck yall both and ask him who got better pussy
7818,8459,8459,Half these bitches be playin because but im far from a lamee
7819,8460,8460,"Half these females with these twitter names like ""eat my pussy"" ain't even about that life bro.."
7820,8461,8461,Halloween is a hoe holiday
7821,8462,8462,"Halloween's over, and bitches still playing roles."
7822,8463,8463,Handicap sticker bitch I park where I want.
7823,8464,8464,Hanging out with guys does not make you a hoe
7824,8465,8465,Hanging with daney and ari today !!!  my bitches !
7825,8466,8466,Hanging with my bitches I couldn't be more happy #thegoodlife
7826,8468,8468,Happy Bday ya bitch you!! Francisco 
7827,8469,8469,Happy Birthday hoe!!! I'll always love you even if we go a year without talking bc you're petty you're still my sister Kate 
7828,8470,8470,Happy Birthday nigguh keep your blunts fat and your cups filled :) Josefina 
7829,8471,8471,Happy Birthday to this fag! Jonathan 
7830,8472,8472,Happy Columbus Day! Even #BillMaher likes #cocaine and #Columbus!!! What the fuck is wrong with you #liberals? Fuckin' #moron #retards....
7831,8473,8473,Happy Columbus Day!!! Just be glad we wasn't usin' #weavetrip to rope the sails. SERIOUSLY THO That shit would be #wigger
7832,8476,8476,Happy bday Kathy I love you my nigguh #livingLegend
7833,8477,8477,Happy birthday Julie I love you faggot
7834,8479,8479,Happy birthday fag James love ya
7835,8480,8480,Happy birthday little bitch boy Janelle 
7836,8481,8481,Happy birthday nig Jasper ! Miss your black ass  #TU
7837,8483,8483,Happy birthday to literally the craziest bitch I know Don I'm so happy I'm related to u 
7838,8484,8484,Happy birthday to my bitch. Thomas I had to tow is botch ass car... Love you cuz
7839,8485,8485,Happy birthday to the biggest retard out there. Youre my favorite retard though Marie happy birthday nigs
7840,8486,8486,Happy birthday to this coon ass nigga buckcity Paul 
7841,8487,8487,Happy first day of college nigger Andrew 
7842,8488,8488,Happy this nigga nick old I only like red bones ass is watching this.
7843,8489,8489,Hardly ever sober bitch I party till it's over.
7844,8490,8490,Harlem World trash? Interesting.
7845,8491,8491,Harry must thincc I'm the bitch he can fall Bacc on ah sum  Boi BYEEEEE 
7846,8492,8492,Harvard got the worst hoes cheerleading in America
7847,8493,8493,Hate a bitch that's always in some mess
7848,8494,8494,"Hate a hoe that think relationships are seasonal.. ""Winter comin, Let me get me a boyfriend"".. Sound dumb as hell.."
7849,8495,8495,"Hate aw they ""gym"" cunts in ma year, I'd rather eat like a pig and drink like I've got a problem"
7850,8496,8496,Hate dat hoe
7851,8498,8498,Hate that bitch RT Kenneth Ray Donovan's wife is pissing me off
7852,8499,8499,Hate this dyke
7853,8500,8500,Hate when I'm in a girl city call her then she call back after I'm on the plane bitch FOH
7854,8501,8501,Hate when bitches get boyfriends then forget all about you like you wasn't there before they got together
7855,8502,8502,"Hate when bitches talk like they rey fuck your brains out then be like ""im just filrting"" lmao fuck u bitch"
7856,8503,8503,"Hate when bitches tryna put you in the friendzone...bitch I'm tryna score, put me in the end-zone"
7857,8504,8504,Hate when bitches with long hair decide to get a haircut. Nothin good ever comes out of that
7858,8505,8505,Hate when hoes try to lead u on naw like lil bitch im coool
7859,8506,8506,Hate when my hoes get out here an start actin single smh. #DezHoesAintLoyal Ryan Ryan 
7860,8507,8507,Hating on me? Then bitch what's good?
7861,8508,8508,Hats off to all hoodrat chicks from the ghetto who have anxiety attacks at formal events
7862,8509,8509,Have you Eva asked a nicca where dey got sum fake designer frm
7863,8510,8510,"Have you ever popped champagne on a plane, while gettin some brain 
Whipped it out, she said ""I never seen Snakes on a Plane"""
7864,8511,8511,Have you ever slapped a bitch for giving you a big hickey #wiggy #wiggy #wiggy
7865,8512,8512,"Have you ever thought a bitch was wet as fuck, but woke up the next morning  realized that she was just on her period?"
7866,8514,8514,Have you noticed all the ghetto people naming their kids after cars? Mercedes Lexus Repossessed.
7867,8515,8515,Haven't talked to my bitch in a while lol. Richard 
7868,8516,8516,"Having ""them hoes"" gets old, well it has gotten old already."
7869,8517,8517,"Having a 'new boyfriend' every month doesn't mean you're gorgeous.... It means you're easy, and retarded."
7870,8518,8518,Having a bitch ain't goofy. Having bitch dat ain't loyal is
7871,8519,8519,Having a bitch come in handy during times like this 
7872,8520,8520,"Having hoes not cool, That one will be better than all them thots"
7873,8521,8521,Having sex with a guy wont keep him around for you dumb hoes who think that. Theres plenty pussy. Just gotta have a guy who wont give in
7874,8522,8522,"Having spent the whole of catching fire telling the bitch next to me to put her phone away, I am now battling the masses so I can buy milk"
7875,8523,8523,Hayfever is a cunt
7876,8524,8524,Hazel e looks like a bird... Her and kaep prolly related by nose and shit
7877,8525,8525,Incredible vagina is rarely ever attached to an incredible woman. God has a weird sense of humor.
7878,8526,8526,"He ain't shit girl, he a bitch made nigga !"
7879,8527,8527,"He be like ""bitch dontouch my braids"""
7880,8528,8528,He better choose up cuz ain't No Bitch checcin a nigga that she don't Fw for being wit other bitches...that don't even sound right 
7881,8529,8529,Who is Rachel 
7882,8530,8530,He called me a bitch. And he said he was changing? Do you call that changing? I don't think so. How about you go fuck yourself. #pissed
7883,8531,8531,He called me just to say he was deleting my number.... bitch please.
7884,8532,8532,"He could be right... any hoe they had in the 11wd, niggas from the hood RAN thru em...."
7885,8533,8533,He did dat headband shit on purpose .. Now the whole spurs team fuckin up lookin at this weird lookin nicca
7886,8534,8534,"I didn't follow you back cuz you fat, bitch. Foh large hoe."" Jesus ain't pleased fam"
7887,8536,8536,"He doesnt like you, ya stupid bitch. He likes ur vag. Idiot haha. #goingtogethurtagain"
7888,8537,8537,He don't even follow his bitch 
7889,8538,8538,"He got Channing Tatum as his bitch,I'm out"
7890,8539,8539,He got a cousin named jason that rock da Gary Payton....now da same triflin' bitches an HIV patient
7891,8541,8541,He has hickeys on him an its like yeah bitches that's mine and he's like not even trying to hide them. Makes me feel good about life.
7892,8542,8542,"He hit me with "" if I tell you who I'm fucking you can't say shit bitch, but her head game on point "" #RNS"
7893,8543,8543,He is really on my line singing negro spirituals..!!
7894,8544,8544,He lucky he got a bitch that knows how to cook  clean  wash everything
7895,8545,8545,"Big Ben gone smack ""another"" hoe after this lost  sorry Kimberly "
7896,8546,8546,He only favorites your tweet about him to keep his other hoes happy
7897,8547,8547,He prolly gone laugh n say this bitch crazy 
7898,8548,8548,Alexandria Lmao he gotta snap out of it
7899,8549,8549,He run his mouth just like a bitch I had to cut em off
7900,8550,8550,He said bitch boy 
7901,8551,8551,He said get up bitch... That's not PG #FROhorsemen
7902,8552,8552,He said soul patch bitch ..!!! Lmaoooo
7903,8553,8553,He said that bitch look like a praying mantis tho ctfu
7904,8554,8554,"He said we gon be paying a bitch rent, I'm not even tryna buy her an extra sweet and sour sauce at McDonalds"
7905,8555,8555,He sound like a bitch
7906,8556,8556,Dude y'all fraud as hell if y'all go to J.Cole concert and you don't fw his music.
7907,8557,8557,He was talking about I'm on one lol. How was that even possible when I was on a cruise ship with no phone service negro?
7908,8558,8558,He went and got that bitch!!
7909,8559,8559,He's a bitch.
7910,8560,8560,He's a pretty damn good actor. But as a gay man it's awesome to see an openly queer actor given the lead role for a major superhero film.
7911,8561,8561,"He's bitch keep looking at me

She choosing or nah?"
7912,8562,8562,He bought to catch hell in cell block D. They fuck up men who are rapist and child molesters.
7913,8563,8563,He's like 30 something year old talking back to my mom  taking my uncles truck without permission like bitch you need to fucken relax !
7914,8565,8565,Headed straight to the top bitch.
7915,8566,8566,Heard I fuck with them bitches  Now you mad tripping 
7916,8567,8567,Heard some good news today and all I gotta say is karma is a bitch 
7917,8568,8568,Heard that bitch gtta thang for them boss niggas
7918,8569,8569,"Heard them haters talking, I heard them bitches fucking.. I must be doing something right"
7919,8570,8570,Heard you gotta new bitch. See ya postin' up thinkin' that it's making me sick.
7920,8571,8571,Heartless ass niggah
7921,8572,8572,Heartless ass niggah  but who isn't now Adays ?
7922,8573,8573,Heat bitches!!!!!!!!!!!
7923,8574,8574,"If a bitch keep hitting your nigga phone... It's because he's still entertaining her """
7924,8575,8575,Helga was a bitch.... And for what reason.? #HeyArnold
7925,8576,8576,Octavio lol I still look good I'm smaller than half these hoes
7926,8577,8577,Hell naw we don't fuck wit no phonies you can tell yo bitch we some young rich homies!
7927,8578,8578,Hell yeah that bitch gon' go ham
7928,8579,8579,"Hell yuhh they hit haha s/o ma nigga,
gmula! Cheweing one takes a chug, then sniffey"
7929,8580,8580,Hella hoes
7930,8581,8581,"Hello October, you irrelevant bitch you no worries November coming "
7931,8582,8582,"Hello new followers. I am anime loving nigger who is too poor to afford a laptop, resulting in being a mw3 theater player for Darth."
7932,8583,8583,"I just want him to keep them lies to his self.."""
7933,8584,8584,Help me speed up the process of fucking your bitch..feel me?
7934,8585,8585,Her pussy clean but she dance dirty..
7935,8586,8586,Her pussy so good like I left something
7936,8587,8587,Her pussy sweeter then some fresh fruit  she gushin I drink the best juice 
7937,8588,8588,Her pussy wet I call it Fiji water
7938,8591,8591,Here this bitch go ... Lol
7939,8592,8592,Damn dark skinned hoes be havin all that ass but be lookin like pokemons 
7940,8593,8593,Here we go this fat bitch started talking and now will never stop
7941,8594,8594,Here yall hoes go dicc ridin shit
7942,8595,8595,Heres a thought you dont have a valentine bc your a mean ugly bitch haha
7943,8596,8596,Hey Leroy fans. If anyone is wondering what the yellow tab on the back of the collar for - it's for teams that have won a champion
7944,8597,8597,"Hey Philip you're a nigger #racismisaliveandwellbro , learn from other blacks in the league on how to conduct yourself"
7945,8598,8598,Hey Freddie dis angry white man Freddie called me a nigger when I didn't answer da door on time. He ain't fit to be delivering pizzas
7946,8599,8599,Hey Okrah... Just wake up already. You already know Bammy and Moochie are in it for the commies. Stop with the racist whitey hate crap.
7947,8600,8600,Hey bitch..Adam showed up..bring more beer.
7948,8601,8601,Hey bitches I'll be in IC tonight so dial the digits 
7949,8602,8602,Hey ladies can i ask you a question ? Why do yall niggas be so fkn LAME ! It be the baddest bitches wit the LAMEST niggas
7950,8603,8603,Hey morons at #foxnews and #foxandfriends was it political when Bush raised terror threat right before the election? LMAO at u #teabaggers
7951,8604,8604,Hey my folk. This nigger loving Jew boy Riva asked if I was making death threats against his goat fucking people. Fuck him.
7952,8605,8605,"Hey, people bird watching, you do realize theres like, hundreds, literally hundreds of free pictures of boobs on the Internet, right?"
7953,8606,8606,"Hey, you, bitch in the mini-van. Stop riding my ass. You have no power in your vehicle, just stop already."
7954,8608,8608,"Hey. Nancy Don't be like a stupid white bitch in some horror movie asks #America to hide from #ISIS behind some chainsaws. M,kay?"
7955,8610,8610,High school is tough for everyone. Grow the fuck up and stop being a little bitch. That should be a tag line for my new speaking tour
7956,8611,8611,"High then a bitch of them bong rips, steady smoking 11 g's with my nigga Jorge"
7957,8612,8612,High then a hoe but played it cooooool
7958,8613,8613,High then a hoe watching wolf of Wall Street
7959,8614,8614,High then a hoe with bitch ass Benny
7960,8615,8615,"High then a hoe, hitting this bowl for my nigga Rick! #RIPRick"
7961,8616,8616,High thenna bitch that's y I'm tweeting
7962,8617,8617,Higher den a bitch
7963,8618,8618,"Highland BitchK . Them bitches stupid on Bloods , I'd fuck with Deja thoe "
7964,8619,8619,"His big ass smile, his eyes is chink."
7965,8620,8620,His bitch ass a hoe ass nigga prolly don't get no pussy
7966,8621,8621,His bitch ass is the same way so it don't matter.
7967,8622,8622,His bitch wan fuck me cuz he sneak dissin me 
7968,8623,8623,"....... The rams really cut Michael Sam. Wow."""
7969,8624,8624,His hair so cute wit his sessy face but his ex bitch liked that picture to shit like fucc it
7970,8625,8625,Hit a bitch with a car bomb.
7971,8626,8626,Hit his bitch I'm like shaggy I'm like no it wasn't me
7972,8627,8627,Hit it and pass it until that pussy elastic
7973,8628,8628,Hit me up with plans nigs
7974,8629,8629,Hit me with plans mah nigs
7975,8630,8630,Hit my car with another rock and I'll be all over your ass in no time bitch.
7976,8631,8631,Hitler didn't finish it. Can u. If a nigger ur Jew confronts u in the street what then.
7977,8632,8632,"Hittin licks, what you get outta that?
You  yo boys is some pussy cats!!!"
7978,8633,8633,"Hitting women is wrong morally but bitches get raped, kidknapped.beat up, an sold to be sex slaves, when they gonna end that?"
7979,8634,8634,Every bitch i fucked wit is a hoe never met a real female in my life
7980,8635,8635,"Hmm.. Ass all chunky, brain is insanity."
7981,8636,8636,Hmu talmbout match but when I pull up its 30 other niccas wit ya 
7982,8637,8637,Hoe bitches act up i turn chris breezy
7983,8638,8638,Hoes ain't wana fuck a nigga back then you but all the bitches wana fuck a nigga now
7984,8639,8639,"Hoes all on my bandwagon, your bitch gaggin, she jet laggin. #A$AP"
7985,8640,8640,Hoes always blaming hoes for being hoes.
7986,8641,8641,Hoes always saying niggas hoes but they be the hoes 
7987,8642,8642,Hoes always tryna say they look like a celebrity .... NO BITCH!!! You like the other hoe that love on krenshaw sit yo basic ass down
7988,8643,8643,Hoes and dey hoe poses
7989,8644,8644,Hoes be bringing they friends around they nigga and they nigga end up fucking with the bitch friend and the bitch don't even kno
7990,8645,8645,"Hoes be like ""Hoes be like""..........But they be the hoes that be like"
7991,8646,8646,Hoes be like my niggas can't have no hoes... but that how he meet yo ass!
7992,8647,8647,"Hoes be making twerk videos. Talking bout ""just playing around"" bitch you know you was serious"
7993,8648,8648,Hoes be prayin niccas dnt kno dat background
7994,8649,8649,Hoes get in this bitch ... Talk about irrelevant shit ... 
7995,8650,8650,Hoes gon always be hoes or have they hoe ways at least.
7996,8651,8651,"Hoes gon' be hoes, let them be."
7997,8652,8652,Hoes gone be hoes but thats none my business !!
7998,8653,8653,Hoes gone be hoes. #DontBeMad
7999,8654,8654,Hoes hang wit hoes cuz dey got da same hobbies
8000,8655,8655,Hoes respect niggas who get strait to the point I won't lead a bitch on if all I won't is crash den it will be adressed clearly#turn up
8001,8656,8656,"Hoes thnk they ""won"" when the nigga thats ridin the fence start givin them a lil attention... what u won hoe? A wishywashy ass nigga? Oh."
8002,8657,8657,Hoes will be hoes lol
8003,8658,8658,Hoes will be hoes nd ratchets will be........well u know
8004,8659,8659,"Hoes will be hoes, Monday - Saturday  starting again Sunday after church services."
8005,8660,8660,Hoes will be hoes.
8006,8661,8661,"Hoes will put ""With ya man "" as the location in their bio then get mad when you think they a hoe.."
8007,8662,8662,"Hoi, fai moke hau!!!!"
8008,8663,8663,Hokis pokis bitch!
8009,8664,8664,"Hold all your ghetto labeled and endorsed vodka brands, you can rum me silly any day. 

#ShiverMeTimbers"
8010,8665,8665,"Hold up lebron ain't at dwade wedding if he got uninvited for leaving Miami that's some hoe shit, see y'all so quick to call some1 brother"
8011,8666,8666,Hold up women leaving good men for some quotes they seen a nigga with no girl post on Instagram that he copied on google...u hoes crazy 
8012,8668,8668,Holy fuck they some bomb ass bitches at Buc-ee's
8013,8669,8669,"Holy fuck. White bitch with ""4 baby daddy"" straight goes ""who uses condoms anyways"" 

Bitch maybe you should so you'd stay outta the clinic!"
8014,8670,8670,Holy monkey balls its warm today
8015,8671,8671,Holy sheep shit I haven't been on instagram in a coons age Im seeing pictures from like 20 weeks ago haha
8016,8672,8672,Holy shit the retard episode of Wheel of Fortune... AGAIN. Fantastic!
8017,8673,8673,Honestly I think I would trash that young man. And I'll fuck his bitch. And I'll smack his mother. Prolly shot his ugly ass dog
8018,8674,8674,Honestly at this point I doubt I'd fuck Miley Cyrus anymore that bitch is a mess.
8019,8675,8675,Honestly if the most hoodiest ratchet bitch asked me to her prom I'm in dere
8020,8676,8676,Honestly it's enough bad bitches in the universe for everyone (not including dykes)
8021,8677,8677,Honkey ass bitch tryna tell me shit.
8022,8678,8678,Hood niggas and bitches love emojis lmfao
8023,8679,8679,Hope y'all kno wen u eat pussy u one inch away from death.
8024,8680,8680,Hope you find a bitch with some ass that satisfies ya needs
8025,8681,8681,Hopefully this niggah buys my gamma 11's cause I want them
8026,8686,8686,"Horse racing, bitch."
8027,8687,8687,Houston has so many trash drivers
8028,8689,8689,"How I'm supposed to know you not just a butch dyke if yeen got a beard, my man?"
8029,8690,8690,"How Paul gonna pick up the ball after a score, and bitch to thevrefs and the Warriors bench without getting a T?"
8030,8691,8691,#confused 3
8031,8692,8692,How are you gonna be a cunt to your friends
8032,8693,8693,How can I not take my style back from niccas when niccas was taking my style WAY before.....Preach Scott  #RNS
8033,8694,8694,How can a nigga take you serious when youre a hoe? Lol like..
8034,8695,8695,"How can dre drop it but? So much cunts will illegally download it or go on itunes to get it. Should be a fuckin hardcore cd, in shops only."
8035,8696,8696,How can you say you don't want a nigga that's friendly but your pussy is like Casper the friendly ghost?
8036,8697,8697,How come I won't pray but find time for a bitch
8037,8698,8698,How could you do this to me bitch!!!
8038,8699,8699,How could you do this to meeeeeee bitch
8039,8700,8700,How da fucc we gone believe that you out here selling bricks wit some Dirty ass kicks nicca u ain't sellin shit!
8040,8701,8701,How did I get stuck with the worlds biggest cunt for a sister? I just wanna set the cunt on fire and send her straight to hell
8041,8702,8702,How do I tell this cashier that I'm tryna fuck her right in the pussy
8042,8703,8703,How do ask a broad to JUST eat her pussy?
8043,8704,8704,How do you bloke someone on insta?? Dumb bitch scares me
8044,8705,8705,"How do you go to sleep at night bitch, if I'm not the one sleeping with youuu!!"
8045,8707,8707,How do you photoshop yourself and still be ugly? That's like cheating on test and still failing... Be ashamed bitch!
8046,8708,8708,How filthy of a cunt is Emmett to pretend that Obama threatening amnesty is not vastly more egregious than Boehner on Obamacare? #tcot
8047,8709,8709,How he move in a room full of No's? How he stay faithful in a room full of hoes?
8048,8710,8710,How long after the redskins change their nsme will all memorabilia w/redskind name be deemef racist and therefore illegal? Any thoughts?
8049,8711,8711,How long are they going to let the fools in #Ferguson continue? Stop pussy footin'  disperse them by WHATEVER means necessary!
8050,8712,8712,How many times you hoes look at my picture a day 
8051,8713,8713,How mich time the P O P Hold It Down nigga bitch catch?
8052,8714,8714,"How my bestf gon call me "" People "" like ima regular niggah to her now smh ."
8053,8715,8715,"How now, gung-ho?"
8054,8716,8716,How she stay faithful with a room full of hoes
8055,8717,8717,How tf you act like a bitch ?
